date,XLU,XLF,XLI,XLB,RWR,XLV,XLY,XLE,XLK,XLP,IYT
20000913,104.5454545,102.6258206,97.75390625,91.89189189,,100.6376196,102.8776978,99.67272936,95.58139535,102.1276596,
20000914,103.1712474,103.1439421,98.23182711,94.79495268,,100.3749158,103.1438936,99.85907376,94.20495857,100.1317523,
20000915,100.102459,98.86733118,96.62027833,94.38202247,,99.89293362,100.1186943,103.2319392,95.89729398,99.67038108,
20000918,97.24585322,93.70701746,96.003996,94.66882068,,99.36000011,96.32868998,100.2302938,96.12590799,99.34383202,
20000919,95.88353414,95.86864407,95.19038076,92.68292683,,98.77269584,94.69698834,97.69372694,101.3513514,98.69791667,
20000920,94.84327604,95.09594883,95.4045954,91.99346405,,95.82895037,92.83218648,97.37335835,100.2129051,97.91666667,
20000921,96.82377049,94.3315508,95.8,93.34442596,,97.7588047,96.83470106,96.89557855,98.36363636,101.5789474,
20000922,99.18116684,98.0905448,97.83950617,95.23809524,,97.3204716,97.27326667,94.24495028,97.01445643,105.5555556,
20000925,100.5149331,103.1038555,101.8730489,95.30719454,,98.92646288,97.76162657,92.64705882,97.16624685,104.4914135,
20000926,103.6649215,100.2762608,103.1578947,97.01754386,,99.56780126,97.23075008,97.45042493,91.54546424,103.4300792,
20000927,105.1172708,101.793722,101.7801047,97.77977975,,99.83469314,100.1255493,101.3005934,91.10773015,104.3218298,
20000928,107.7248677,105.5555556,102.8183716,101.0695187,,101.8013275,98.062954,101.6990447,95.56377079,103.1735959,
20000929,106.6047472,103.2258065,102.8391167,103.75,,102.4229075,97.07495487,102.4425985,94.16243655,100.18799,
20001002,106.454918,103.0103815,98.87640449,101.7009556,,102.224616,97.02970297,106.1507937,95.46338302,100.8849558,
20001003,103.6363636,103.581249,100.7142857,108.4087089,,102.6044488,100,103.6337364,94.93544178,101.7857143,
20001004,104.0567951,102.2026432,102.2633745,109.9000589,,105.187638,100.8150268,98.71610481,98.10127648,100.8922879,
20001005,101.6699411,100.6444683,101.0152284,105.643739,,103.109919,97.96298272,98.94988083,93.58479433,101.6948948,
20001006,99.70958374,96.76724138,98.97750511,102.2375215,,100.9677419,96.48462092,98.4263083,95.78842049,100.7504689,
20001009,99.13378248,93.94261424,100.6198347,104.8415775,,99.04458599,98.66073469,97.94392523,95.96063544,100.5012531,
20001010,100.1949318,91.32980426,97.36575481,99.83319437,,98.78369561,97.97468354,100.1870032,95.67642957,101.9423759,
20001011,98.63547758,92.67241379,94.96981891,96.28101818,,95.54041553,93.53233831,104.1907669,90.18674742,102.6531896,
20001012,96.42512077,86.44610459,92.71358392,95.49248748,,91.52364572,88.1537516,105.9334135,88.32241534,100.9259457,
20001013,98.34951456,94.87750557,98.24380165,94.10774411,,95.47392545,92.90824351,102.3255814,97.78401995,100.2482929,
20001016,98.93203883,97.22852489,98.97330595,93.78673551,,95.17684887,93.92372459,99.80916031,96.78102902,102.1197007,
20001017,100.4377588,97.37913153,97.60665973,92.48120502,,90.3640257,91.27909044,97.66682256,97.0845481,101.5365504,
20001018,101.1857708,96.10466977,97.56355932,96.13731265,,94.23392084,95.74468085,95.46925633,98.71987952,101.5999997,
20001019,102.1042084,106.8518716,101.5717981,97.72727273,,98.63636364,107.1479612,94.48999636,111.3494665,99.14373105,
20001020,100.0493741,101.9953052,99.05362776,98.65834705,,98.82876095,103.0812325,100.1893939,104.2446043,101.0526116,
20001023,101.5701668,99.41826654,98.85892116,99.46284707,,101.2387387,101.9270471,99.52198853,105.2631579,100.6715702,
20001024,99.80629543,104.784689,103.1982942,104.4263474,,106.7535545,104.8832034,97.80219814,106.006006,100.1210654,
20001025,100,106.5940508,103.1487514,102.5,,103.1468531,101.3888889,96.7070223,100.1144287,102.5439123,
20001026,100.1472188,98.49797833,101.9210245,104.4722719,,103.3986359,97.06471043,96.67468389,94.15060241,104.6267529,
20001027,103.0093572,101.3233786,101.3269809,105.5303411,,102.200921,99.79621739,94.13988658,93.54728502,102.7573725,
20001030,104.7826242,106.7875938,101.2591815,113.0512726,,102.6696329,101.6880266,97.31027858,92.84722222,104.0630483,
20001031,106.0650005,105.0228311,103.3057851,109.4290934,,104.772475,106.1403725,99.65802057,99.07932011,103.3857316,
20001101,106.1035313,103.9727582,105.3684211,109.3205854,,107.401148,108.630137,105.4581704,104.5333206,100.8859821,
20001102,106.5163968,107.9765381,104.6073298,106.6780822,,106.8523486,109.9656116,101.2961117,104.7247143,99.9410566,
20001103,103.6398467,104.2589248,103.8239742,107.2164948,,105.5218102,107.3519385,101.6064257,104.6108324,100.5366534,
20001106,99.30842242,101.9726024,103.626943,99.44270064,,104.2253521,106.1088977,100.29615,104.4128646,100.1165501,
20001107,98.67339067,100.8152348,100.4,99.92092334,,102.3305085,100.5721347,100.3921569,100.5003574,99.47370292,
20001108,99.76988867,99.45414847,99.65036563,101.8326434,,100.7890414,100.8827238,98.19563153,97.0845481,101.8735363,
20001109,100.275989,99.67409023,100.5005005,101.1235955,,95.3076121,96.125,100.6889764,93.25044482,102.772842,
